taxonomic_level	taxon	healthy_control_mean	idiopathic_central_precocious_puberty_mean	mean_delta_g2_minus_g1	healthy_control_detected	idiopathic_central_precocious_puberty_detected	p_value	q_value
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group;f__Clostridia_vadinBB60_group;g__Clostridia_vadinBB60_group	0.00000000	0.00005853	0.00005853	0	4	0.347726	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium	0.00000000	0.00005755	0.00005755	0	1	0.820413	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium	0.00000000	0.00005695	0.00005695	0	2	0.6424	0.906929
genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group	0.00000000	0.00005694	0.00005694	0	4	0.347726	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;__;__;__	0.00000000	0.00005682	0.00005682	0	2	0.6424	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;g__Gallicola	0.00005597	0.00000000	-0.00005597	2	0	0.613123	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia	0.00002125	0.00007675	0.00005549	3	5	0.664732	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_ruminantium_group	0.00121263	0.00126718	0.00005455	1	6	0.274046	0.906929
genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_RF16_group;g__Bacteroidales_RF16_group	0.00000000	0.00005284	0.00005284	0	2	0.6424	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	0.00023867	0.00029115	0.00005249	8	10	0.613123	0.906929
genus	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallaceae	0.00000000	0.00005156	0.00005156	0	2	0.6424	0.906929
genus	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Negativicoccus	0.00005085	0.00000000	-0.00005085	1	0	0.804405	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__uncultured	0.00005619	0.00000604	-0.00005015	6	2	0.25205	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__MND1	0.00000000	0.00004672	0.00004672	0	2	0.6424	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;__;__	0.00000256	0.00004815	0.00004559	1	5	0.332063	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;__	0.00004320	0.00000000	-0.00004320	1	0	0.804405	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	0.00004601	0.00008899	0.00004298	5	12	0.179777	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;g__Finegoldia	0.00004208	0.00000000	-0.00004208	2	0	0.613123	0.906929
genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;__	0.00000000	0.00003981	0.00003981	0	1	0.820413	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia	0.00001062	0.00004978	0.00003916	1	2	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc	0.00003888	0.00000000	-0.00003888	1	0	0.804405	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Amphibacillus	0.00000000	0.00003767	0.00003767	0	1	0.820413	0.906929
genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;__;__;__	0.00000000	0.00003697	0.00003697	0	2	0.6424	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Hydrogenophilaceae;g__Thiobacillus	0.00000000	0.00003685	0.00003685	0	1	0.820413	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia	0.00001742	0.00005415	0.00003674	2	4	0.657254	0.906929
genus	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter	0.00003653	0.00000000	-0.00003653	2	0	0.613123	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus	0.00007946	0.00011570	0.00003624	3	2	0.820413	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Ellin6067	0.00000000	0.00003552	0.00003552	0	2	0.6424	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces	0.00000000	0.00003494	0.00003494	0	2	0.6424	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;__	0.00000000	0.00003454	0.00003454	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;__;__	0.00000000	0.00003418	0.00003418	0	3	0.48288	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Coprobacillus	0.00004102	0.00000753	-0.00003349	2	1	0.772638	0.906929
genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_UCG-003	0.00000000	0.00003292	0.00003292	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Catabacter	0.00003272	0.00000000	-0.00003272	2	0	0.613123	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Aggregatibacter	0.00000000	0.00003239	0.00003239	0	1	0.820413	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__uncultured;g__uncultured	0.00000000	0.00003128	0.00003128	0	2	0.6424	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;__	0.00000000	0.00003092	0.00003092	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;__	0.00003078	0.00000000	-0.00003078	1	0	0.804405	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptosporangiales;f__Nocardiopsaceae;g__Nocardiopsis	0.00000000	0.00003014	0.00003014	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__uncultured	0.00000441	0.00003434	0.00002993	1	3	0.64981	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Paeniclostridium	0.00002810	0.00000000	-0.00002810	2	0	0.613123	0.906929
genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;__	0.00002729	0.00000000	-0.00002729	1	0	0.804405	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella	0.00000000	0.00002556	0.00002556	0	2	0.6424	0.906929
genus	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__uncultured;g__uncultured	0.00000000	0.00002524	0.00002524	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella	0.00002390	0.00004914	0.00002523	1	4	0.508996	0.906929
genus	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;__	0.00000000	0.00002495	0.00002495	0	1	0.820413	0.906929
genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellaceae_UCG-004	0.00000000	0.00002475	0.00002475	0	2	0.6424	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__S5-A14a	0.00002473	0.00000000	-0.00002473	1	0	0.804405	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter	0.00003323	0.00000857	-0.00002466	3	2	0.788477	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Rhodococcus	0.00000000	0.00002457	0.00002457	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus	0.00002448	0.00000000	-0.00002448	1	0	0.804405	0.906929
genus	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7x	0.00002893	0.00000467	-0.00002426	4	1	0.432906	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella	0.00000784	0.00003182	0.00002398	1	3	0.664732	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__DTU089	0.00000432	0.00002794	0.00002362	1	5	0.342454	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter	0.00000000	0.00002301	0.00002301	0	2	0.6424	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;__	0.00000000	0.00002284	0.00002284	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Jeotgalicoccus	0.00000000	0.00002166	0.00002166	0	2	0.6424	0.906929
genus	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__Chloroplast;g__Chloroplast	0.00002060	0.00000000	-0.00002060	2	0	0.613123	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;g__Ezakiella	0.00001863	0.00000000	-0.00001863	2	0	0.613123	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__uncultured;g__uncultured	0.00000000	0.00001727	0.00001727	0	1	0.820413	0.906929
genus	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas	0.00000000	0.00001681	0.00001681	0	2	0.6424	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenella	0.00000000	0.00001673	0.00001673	0	2	0.6424	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia	0.00000000	0.00001667	0.00001667	0	2	0.6424	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella	0.00007973	0.00006307	-0.00001666	9	5	0.397474	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Paludicola	0.00001659	0.00000000	-0.00001659	1	0	0.804405	0.906929
genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Hassallia	0.00000000	0.00001620	0.00001620	0	1	0.820413	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;__;__	0.00000000	0.00001594	0.00001594	0	1	0.820413	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella	0.00001543	0.00000000	-0.00001543	1	0	0.804405	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Dermabacteraceae;g__Brachybacterium	0.00000000	0.00001507	0.00001507	0	1	0.820413	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;__	0.00000000	0.00001462	0.00001462	0	1	0.820413	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus	0.00000000	0.00001442	0.00001442	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Clostridioides	0.00001333	0.00000000	-0.00001333	1	0	0.804405	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Kribbella	0.00000000	0.00001329	0.00001329	0	1	0.820413	0.906929
genus	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__Haliangium	0.00000000	0.00001329	0.00001329	0	1	0.820413	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia	0.00000000	0.00001329	0.00001329	0	1	0.820413	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus	0.00001279	0.00000000	-0.00001279	1	0	0.804405	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;__;__	0.00000000	0.00001256	0.00001256	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;__	0.00000000	0.00001204	0.00001204	0	1	0.820413	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__uncultured	0.00000000	0.00001196	0.00001196	0	1	0.820413	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas	0.00000000	0.00001178	0.00001178	0	1	0.820413	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia	0.00000000	0.00001115	0.00001115	0	2	0.6424	0.906929
genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Bergeyella	0.00001098	0.00000000	-0.00001098	1	0	0.804405	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Flaviflexus	0.00000000	0.00001082	0.00001082	0	1	0.820413	0.906929
genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured	0.00000000	0.00001063	0.00001063	0	1	0.820413	0.906929
genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;__	0.00000000	0.00001032	0.00001032	0	1	0.820413	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;__	0.00000000	0.00001031	0.00001031	0	1	0.820413	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;__	0.00001019	0.00000000	-0.00001019	1	0	0.804405	0.906929
genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__p-2534-18B5_gut_group;g__p-2534-18B5_gut_group	0.00000000	0.00000995	0.00000995	0	1	0.820413	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;__	0.00114572	0.00115567	0.00000995	15	16	0.549513	0.906929
genus	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__uncultured	0.00000000	0.00000946	0.00000946	0	1	0.820413	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Lawsonella	0.00000944	0.00000000	-0.00000944	2	0	0.613123	0.906929
genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella	0.00000000	0.00000930	0.00000930	0	1	0.820413	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;__	0.00000000	0.00000901	0.00000901	0	1	0.820413	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;__	0.00000000	0.00000901	0.00000901	0	1	0.820413	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella	0.00000000	0.00000883	0.00000883	0	1	0.820413	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Steroidobacter	0.00000000	0.00000883	0.00000883	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Defluviitaleaceae;g__Defluviitaleaceae_UCG-011	0.00000844	0.00001713	0.00000870	1	3	0.664732	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Companilactobacillus	0.00000864	0.00000000	-0.00000864	1	0	0.804405	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	0.00011383	0.00010523	-0.00000860	6	3	0.470101	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces	0.00000000	0.00000797	0.00000797	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia	0.00000000	0.00000793	0.00000793	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmatales;g__Izemoplasmatales	0.00000000	0.00000753	0.00000753	0	1	0.820413	0.906929
genus	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup_2;f__Subgroup_2;g__Subgroup_2	0.00000746	0.00000000	-0.00000746	1	0	0.804405	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__BIyi10	0.00000000	0.00000736	0.00000736	0	1	0.820413	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas	0.00000000	0.00000676	0.00000676	0	1	0.820413	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Blastococcus	0.00000000	0.00000664	0.00000664	0	1	0.820413	0.906929
genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__F082	0.00000000	0.00000663	0.00000663	0	1	0.820413	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Oligella	0.00000000	0.00000663	0.00000663	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__Acholeplasma	0.00000000	0.00000658	0.00000658	0	1	0.820413	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CHKCI002	0.00000000	0.00000649	0.00000649	0	1	0.820413	0.906929
genus	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella	0.00000000	0.00000649	0.00000649	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus	0.00000649	0.00000000	-0.00000649	1	0	0.804405	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Merdibacter	0.00000000	0.00000642	0.00000642	0	1	0.820413	0.906929
genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus	0.00000000	0.00000577	0.00000577	0	1	0.820413	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas	0.00000000	0.00000577	0.00000577	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium	0.00000000	0.00000521	0.00000521	0	2	0.6424	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma	0.00001112	0.00001614	0.00000503	2	1	0.804405	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Cellulosilyticum	0.00000000	0.00000502	0.00000502	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Hungateiclostridiaceae;__	0.00000000	0.00000494	0.00000494	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum	0.00000000	0.00000442	0.00000442	0	1	0.820413	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;__	0.00000000	0.00000442	0.00000442	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;__;__;__;__	0.00000846	0.00001256	0.00000410	2	1	0.804405	0.906929
genus	d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__uncultured	0.00000000	0.00000399	0.00000399	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Filifactor	0.00000363	0.00000000	-0.00000363	1	0	0.804405	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;g__Murdochiella	0.00000341	0.00000000	-0.00000341	1	0	0.804405	0.906929
genus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum	0.00000000	0.00000294	0.00000294	0	1	0.820413	0.906929
genus	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus	0.00000000	0.00000266	0.00000266	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Candidatus_Soleaferrea	0.00000000	0.00000254	0.00000254	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus	0.00000235	0.00000000	-0.00000235	1	0	0.804405	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;__	0.00000000	0.00000216	0.00000216	0	1	0.820413	0.906929
genus	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;__	0.00000000	0.00000169	0.00000169	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__UCG-004	0.00000157	0.00000000	-0.00000157	1	0	0.804405	0.906929
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelotrichaceae_UCG-006	0.00000157	0.00000000	-0.00000157	1	0	0.804405	0.906929
genus	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Streptobacillus	0.00000000	0.00000144	0.00000144	0	1	0.820413	0.906929
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas	0.00052656	0.00059867	0.00007211	11	11	0.836497	0.921359
genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.00035853	0.00006383	-0.00029470	1	2	0.85265	0.925734
genus	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	0.00920800	0.00899186	-0.00021614	16	19	0.85265	0.925734
genus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	0.00002587	0.00003573	0.00000986	1	2	0.85265	0.925734
genus	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadales;g__Saccharimonadales	0.00000904	0.00000771	-0.00000132	1	2	0.85265	0.925734
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium	0.00016497	0.00003404	-0.00013093	2	3	0.868865	0.939982
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus	0.00019410	0.00011747	-0.00007663	6	8	0.876993	0.945411
genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	0.00010314	0.00013842	0.00003528	3	4	0.885135	0.950816
genus	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Terrisporobacter	0.00015174	0.00010757	-0.00004417	3	4	0.901453	0.964936
genus	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Pyramidobacter	0.00003340	0.00002123	-0.00001217	3	4	0.917814	0.979002
genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella	0.00714348	0.00388823	-0.00325526	12	16	0.926008	0.984288
genus	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Allisonella	0.00019560	0.00010434	-0.00009126	3	4	0.934209	0.989545
genus	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	0.01552225	0.00306620	-0.01245605	12	15	0.983535	1
